FLATA
FLATA,690,788,928萬,"2012
",-111.0%
FLATA,690,"
", ," 
","
"
FLATA,690,788,650萬,"2010
",-54.8%
FLATA,-,"
", ," 
","
"
FLATA,-,788,374萬,"1995
", 
FLATA,690,788,430萬,"1996
", 
FLATA,-,"
", ," 
","
"
FLATA,690,788,720萬,"2011
",-21.0%
FLATA,690,788,375萬,"2006
", 
FLATA,690,788,"1,050萬","2016
", 
FLATA,-,788,190萬,"1997
", 
FLATA,690,788,420萬,"1996
", 
FLATA,690,788,510萬,"1997
", 
FLATA,690,788,690萬,"2012
", 
FLATA,690,788,700萬,"2011
", 
FLATA,-,788,320萬,"1996
",--
FLATA,690,788,636萬,"2010
",-41.3%
FLATA,690,"
", ," 
","
"
FLATA,690,788,545萬,"2010
",-23.9%
FLATA,690,788,533萬,"2010
", 
FLATA,-,"
", ," 
","
"
FLATA,-,"
", ," 
","
"
FLATA,-,"
", ," 
","
"
FLATA,690,788,430萬,"1998
", 
FLATA,690,788,477萬,"2010
",-64.5%
FLATA,690,"
", ," 
","
"
FLATA,690,788,881萬,"2017
",-35.5%
FLATB
FLATB,684,"
", ," 
","
"
FLATB,684,779,670萬,"2010
",-59.5%
FLATB,684,779,478萬,"2009
",-34.6%
FLATB,-,779,190萬,"2003
", 
FLATB,-,"
", ," 
","
"
FLATB,-,"
", ," 
","
"
FLATB,-,779,353萬,"1996
",-10.4%
FLATB,684,779,633萬,"2010
", 
FLATB,684,"
", ," 
","
"
FLATB,684,779,839萬,"2013
", 
FLATB,-,779,500萬,"1997
", 
FLATB,-,"
", ," 
","
"
FLATB,684,"
", ," 
","
"
FLATB,684,779,250萬,"2002
",-46.6%
FLATB,684,779,580萬,"2010
",-39.4%
FLATB,-,"
", ," 
","
"
FLATB,684,779,385萬,"2007
",-32.5%
FLATB,684,779,312萬,"2004
", 
FLATB,684,779,800萬,"2014
",-75.8%
FLATB,-,"
", ," 
","
"
FLATB,684,779,547萬,"2011
",-23.8%
FLATB,-,"
", ," 
","
"
FLATB,-,779,253萬,"2003
",-36.4%
FLATB,684,"
", ," 
","
"
FLATB,684,779,299萬,"2006
",-2.0%
FLATB,684,779,330萬,"1995
", 
FLATB, ,"
", ," 
","
"
FLATC
FLATC,684,779,586萬,"2009
", 
FLATC,684,"
", ," 
","
"
FLATC,-,779,480萬,"2007
",-31.9%
FLATC,-,"
", ," 
","
"
FLATC,684,"
", ," 
","
"
FLATC,684,"
", ," 
","
"
FLATC,-,"
", ," 
","
"
FLATC,684,779,808萬,"2012
", 
FLATC,-,779,250萬,"2002
", 
FLATC,-,"
", ," 
","
"
FLATC,-,"
", ," 
","
"
FLATC,684,779,795萬,"2012
",-53.5%
FLATC,684,"
", ," 
","
"
FLATC,-,"
", ," 
","
"
FLATC,-,779,580萬,"1997
",-4.5%
FLATC,-,"
", ," 
","
"
FLATC,-,779,355萬,"1999
",-11.2%
FLATC,-,"
", ," 
","
"
FLATC,684,779,564萬,"2009
",-49.9%
FLATC,684,779,830萬,"2014
", 
FLATC,684,"
", ," 
","
"
FLATC,-,"
", ," 
","
"
FLATC,-,"
", ," 
","
"
FLATC,684,"
", ," 
","
"
FLATC,684,779,501萬,"2009
",-18.2%
FLATC,684,779,180萬,"1997
", 
FLATC, ,"
", ," 
","
"
FLATD
FLATD,593,691,330萬,"1999
", 
FLATD,593,691,490萬,"1997
", 
FLATD,-,"
", ," 
","
"
FLATD,593,"
", ," 
","
"
FLATD,-,"
", ," 
","
"
FLATD,593,691,855萬,"2016
",-33.0%
FLATD,593,691,560萬,"2010
",-88.0%
FLATD,-,"
", ," 
","
"
FLATD,593,691,465萬,"2009
", 
FLATD,593,691,516萬,"2010
",-44.1%
FLATD,-,"
", ," 
","
"
FLATD,593,691,805萬,"2013
",-271.0%
FLATD,593,"
", ," 
","
"
FLATD,593,691,870萬,"2015
",-140.3%
FLATD,593,691,486萬,"2010
", 
FLATD,593,"
", ," 
","
"
FLATD,593,691,313萬,"2005
",-39.1%
FLATD,-,"
", ," 
","
"
FLATD,-,"
", ," 
","
"
FLATD,-,691,339萬,"2006
",-104.2%
FLATD,593,691,730萬,"2014
",-39.6%
FLATD,593,691,368萬,"2007
",-8.2%
FLATD,718,819,446萬,"2007
",-31.5%
FLATD,718,819,320萬,"1998
",-49.2%
FLATD,718,"
", ," 
","
"
FLATD,637,"
", ," 
","
"
FLATD, ,"
", ," 
","
"
FLATE
FLATE,593,691,140萬,"1999
", 
FLATE,593,691,430萬,"2008
", 
FLATE,593,691,503萬,"2010
",-139.5%
FLATE,-,691,455萬,"1997
", 
FLATE,593,691,800萬,"2014
",-154.0%
FLATE,-,"
", ," 
","
"
FLATE,593,691,240萬,"2000
",-47.1%
FLATE,593,691,738萬,"2012
",-41.4%
FLATE,-,"
", ," 
","
"
FLATE,593,"
", ," 
","
"
FLATE,593,691,314萬,"2005
",-20.6%
FLATE,593,691,257萬,"2004
",-1.6%
FLATE,593,"
", ," 
","
"
FLATE,593,691,700萬,"2016
", 
FLATE,-,"
", ," 
","
"
FLATE,593,691,698萬,"2016
",-111.8%
FLATE,593,691,722萬,"2013
",-120.1%
FLATE,593,691,585萬,"2012
",-22.4%
FLATE,593,691,880萬,"2017
", 
FLATE,593,691,328萬,"2009
",-5.8%
FLATE,-,691,267萬,"2005
",-36.1%
FLATE,593,"
", ," 
","
"
FLATE, ,"
", ," 
","
"
FLATE, ,"
", ," 
","
"
FLATE, ,"
", ," 
","
"
FLATE, ,"
", ," 
","
"
FLATE, ,"
", ," 
","
"
FLATF
FLATF,684,"
", ," 
","
"
FLATF,684,"
", ," 
","
"
FLATF,-,"
", ," 
","
"
FLATF,-,"
", ," 
","
"
FLATF,-,"
", ," 
","
"
FLATF,-,"
", ," 
","
"
FLATF,684,779,667萬,"2011
",-88.0%
FLATF,-,"
", ," 
","
"
FLATF,-,779,300萬,"1995
", 
FLATF,684,779,545萬,"2010
", 
FLATF,-,779,238萬,"2001
",-52.4%
FLATF,-,779,408萬,"1996
", 
FLATF,684,779,228萬,"2003
", 
FLATF,684,779,247萬,"2004
", 
FLATF,-,"
", ," 
","
"
FLATF,684,779,913萬,"2015
",-89.4%
FLATF,684,779,685萬,"2011
",-248.1%
FLATF,-,"
", ," 
","
"
FLATF,-,"
", ," 
","
"
FLATF,-,779,305萬,"1996
", 
FLATF,-,779,380萬,"1996
", 
FLATF,684,"
", ," 
","
"
FLATF, ,"
", ," 
","
"
FLATF, ,"
", ," 
","
"
FLATF, ,"
", ," 
","
"
FLATF, ,"
", ," 
","
"
FLATF, ,"
", ," 
","
"
FLATG
FLATG,684,779,452萬,"2007
", 
FLATG,684,779,290萬,"2001
",-48.2%
FLATG,-,"
", ," 
","
"
FLATG,-,"
", ," 
","
"
FLATG,-,779,413萬,"1996
", 
FLATG,684,779,850萬,"2013
",-325.0%
FLATG,-,"
", ," 
","
"
FLATG,-,"
", ," 
","
"
FLATG,684,"
", ," 
","
"
FLATG,684,779,383萬,"2005
",-15.0%
FLATG,684,779,400萬,"2007
",-27.7%
FLATG,684,779,278萬,"2000
",-16.5%
FLATG,684,"
", ," 
","
"
FLATG,684,779,693萬,"2011
",-185.2%
FLATG,-,"
", ," 
","
"
FLATG,684,779,495萬,"2009
", 
FLATG,684,"
", ," 
","
"
FLATG,684,779,920萬,"2016
",-10.8%
FLATG,-,"
", ," 
","
"
FLATG,684,779,967萬,"2016
",-91.4%
FLATG,684,779,645萬,"2012
",-57.7%
FLATG,684,779,790萬,"2013
",-75.6%
FLATG, ,"
", ," 
","
"
FLATG, ,"
", ," 
","
"
FLATG, ,"
", ," 
","
"
FLATG, ,"
", ," 
","
"
FLATG, ,"
", ," 
","
"
FLATH
FLATH,690,"
", ," 
","
"
FLATH,690,788,360萬,"1999
", 
FLATH,-,"
", ," 
","
"
FLATH,-,788,247萬,"2002
", 
FLATH,-,"
", ," 
","
"
FLATH,-,"
", ," 
","
"
FLATH,690,788,242萬,"2002
", 
FLATH,690,788,417萬,"1996
", 
FLATH,690,788,950萬,"2016
", 
FLATH,-,788,583萬,"1997
", 
FLATH,690,788,585萬,"2010
",-56.0%
FLATH,-,788,378萬,"1996
", 
FLATH,690,788,635萬,"2010
",-25.7%
FLATH,690,788,955萬,"2016
",-103.2%
FLATH,690,"
", ," 
","
"
FLATH,690,788,410萬,"2005
", 
FLATH,690,788,528萬,"1997
", 
FLATH,-,788,550萬,"1997
", 
FLATH,-,"
", ," 
","
"
FLATH,-,"
", ," 
","
"
FLATH,-,"
", ," 
","
"
FLATH,-,"
", ," 
","
"
FLATH,690,788,936萬,"2017
",-95.0%
FLATH,-,"
", ," 
","
"
FLATH,690,"
", ," 
","
"
FLATH,690,788,520萬,"2010
",-12.3%
FLATH,690,788,950萬,"2017
",-120.9%
"
"
