FLATA
FLATA,709,806,968萬,"2012
",-163.0%
FLATA,709,"
", ," 
","
"
FLATA,-,806,680萬,"1997
",-32.6%
FLATA,-,806,430萬,"2006
",-3.6%
FLATA,709,806,770萬,"2011
",-30.5%
FLATA,709,806,750萬,"2010
", 
FLATA,709,"
", ," 
","
"
FLATA,709,806,539萬,"2009
",-33.0%
FLATA,-,"
", ," 
","
"
FLATA,709,806,638萬,"2010
",-23.8%
FLATA,-,"
", ," 
","
"
FLATA,709,"
", ," 
","
"
FLATA,-,806,435萬,"1999
",-30.4%
FLATA,709,806,340萬,"1998
", 
FLATA,-,806,402萬,"1996
", 
FLATA,709,806,672萬,"2010
",-46.7%
FLATA,-,"
", ," 
","
"
FLATA,709,"
", ," 
","
"
FLATA,709,806,380萬,"1998
", 
FLATA,-,"
", ," 
","
"
FLATA,709,806,700萬,"2011
",-13.8%
FLATA,709,806,680萬,"2010
",-68.7%
FLATA,709,"
", ," 
","
"
FLATA,709,806,980萬,"2015
",-78.2%
FLATA,709,"
", ," 
","
"
FLATA,663,755,830萬,"2014
",-42.9%
FLATB
FLATB,723,818,370萬,"2004
",-7.5%
FLATB,723,818,832萬,"2012
",-38.4%
FLATB,-,"
", ," 
","
"
FLATB,723,"
", ," 
","
"
FLATB,723,"
", ," 
","
"
FLATB,-,"
", ," 
","
"
FLATB,723,818,404萬,"2005
", 
FLATB,-,818,300萬,"1995
", 
FLATB,-,818,500萬,"1996
", 
FLATB,-,818,408萬,"1999
", 
FLATB,-,818,302萬,"2002
",-56.0%
FLATB,723,818,325萬,"2004
",-1.6%
FLATB,723,818,267萬,"2002
",-7.5%
FLATB,723,"
", ," 
","
"
FLATB,723,818,490萬,"2009
",-30.7%
FLATB,723,818,600萬,"2009
",-37.0%
FLATB,-,"
", ," 
","
"
FLATB,723,818,255萬,"2003
", 
FLATB,723,818,"1,050萬","2016
",-54.4%
FLATB,723,818,495萬,"1998
",-5.3%
FLATB,-,818,490萬,"1996
", 
FLATB,723,818,330萬,"2004
",-7.8%
FLATB,723,818,518萬,"2007
",-40.0%
FLATB,723,818,857萬,"2014
",-72.1%
FLATB,-,"
", ," 
","
"
FLATB,723,818,865萬,"2013
",-20.1%
FLATC
FLATC,723,818,648萬,"2008
",-120.6%
FLATC,723,818,395萬,"1995
", 
FLATC,-,818,451萬,"1996
", 
FLATC,723,818,483萬,"1996
", 
FLATC,723,818,720萬,"2012
", 
FLATC,-,"
", ," 
","
"
FLATC,723,818,"1,028萬","2016
",-143.0%
FLATC,723,"
", ," 
","
"
FLATC,-,"
", ," 
","
"
FLATC,723,818,980萬,"2014
",-152.6%
FLATC,723,818,680萬,"2010
",-76.6%
FLATC,-,818,655萬,"1997
",-1.6%
FLATC,-,"
", ," 
","
"
FLATC,723,"
", ," 
","
"
FLATC,723,818,"1,088萬","2015
",-132.5%
FLATC,723,"
", ," 
","
"
FLATC,723,818,240萬,"2003
",-24.6%
FLATC,723,818,"1,150萬","2015
", 
FLATC,-,"
", ," 
","
"
FLATC,723,818,733萬,"2010
",-12.3%
FLATC,-,"
", ," 
","
"
FLATC,-,"
", ," 
","
"
FLATC,723,818,591萬,"2009
",-44.1%
FLATC,723,818,"1,080萬","2016
",-32.5%
FLATC,723,818,"1,138萬","2017
",-164.0%
FLATC,723,"
", ," 
","
"
FLATD
FLATD,702,800,"1,068萬","2013
", 
FLATD,702,"
", ," 
","
"
FLATD,-,800,315萬,"2001
", 
FLATD,702,800,886萬,"2014
", 
FLATD,-,"
", ," 
","
"
FLATD,-,"
", ," 
","
"
FLATD,-,800,373萬,"1996
", 
FLATD,-,"
", ," 
","
"
FLATD,702,800,393萬,"2006
",-23.7%
FLATD,702,"
", ," 
","
"
FLATD,702,800,482萬,"1997
", 
FLATD,-,"
", ," 
","
"
FLATD,702,800,300萬,"2004
", 
FLATD,702,800,268萬,"2002
",-40.4%
FLATD,-,800,195萬,"1996
", 
FLATD,702,800,880萬,"2013
",-142.6%
FLATD,702,800,319萬,"2000
",-22.3%
FLATD,-,"
", ," 
","
"
FLATD,-,"
", ," 
","
"
FLATD,702,800,425萬,"2009
",-1.7%
FLATD,702,800,411萬,"1996
", 
FLATD,-,800,400萬,"1997
", 
FLATD,702,800,520萬,"2009
",-33.3%
FLATD,-,800,595萬,"1997
", 
FLATD,702,800,495萬,"2009
", 
FLATD,702,800,238萬,"2001
",-59.5%
FLATE
FLATE,702,800,760萬,"2011
", 
FLATE,702,"
", ," 
","
"
FLATE,702,800,402萬,"2002
", 
FLATE,702,"
", ," 
","
"
FLATE,-,"
", ," 
","
"
FLATE,702,800,875萬,"2014
",-75.1%
FLATE,702,800,820萬,"2011
",-91.6%
FLATE,702,"
", ," 
","
"
FLATE,702,800,310萬,"1999
", 
FLATE,702,800,249萬,"2002
", 
FLATE,702,"
", ," 
","
"
FLATE,702,800,700萬,"2012
", 
FLATE,-,"
", ," 
","
"
FLATE,702,800,419萬,"2009
",-33.8%
FLATE,702,"
", ," 
","
"
FLATE,702,"
", ," 
","
"
FLATE,702,800,730萬,"2011
", 
FLATE,-,"
", ," 
","
"
FLATE,-,"
", ," 
","
"
FLATE,702,800,950萬,"2015
",-23.4%
FLATE,-,"
", ," 
","
"
FLATE,702,800,928萬,"2014
",-208.3%
FLATE,-,800,465萬,"1996
",-16.2%
FLATE,702,800,950萬,"2015
",-58.1%
FLATE,702,800,380萬,"2005
",-33.3%
FLATE,702,800,579萬,"2011
", 
FLATF
FLATF,580,675,660萬,"2011
",-172.7%
FLATF,580,675,515萬,"2010
",-106.0%
FLATF,-,"
", ," 
","
"
FLATF,-,675,338萬,"1996
", 
FLATF,-,"
", ," 
","
"
FLATF,580,675,388萬,"1998
", 
FLATF,-,"
", ," 
","
"
FLATF,580,675,800萬,"2015
", 
FLATF,580,675,533萬,"2010
",-64.0%
FLATF,580,675,487萬,"2010
",-6.6%
FLATF,-,"
", ," 
","
"
FLATF,580,675,465萬,"2009
",-46.2%
FLATF,-,"
", ," 
","
"
FLATF,580,"
", ," 
","
"
FLATF,-,"
", ," 
","
"
FLATF,580,675,230萬,"2001
",-34.3%
FLATF,580,675,228萬,"2001
", 
FLATF,580,675,662萬,"2011
",-47.1%
FLATF,-,"
", ," 
","
"
FLATF,580,675,317萬,"1999
", 
FLATF,-,675,300萬,"1999
", 
FLATF,580,675,625萬,"2011
",-33.5%
FLATF,580,675,256萬,"2004
", 
FLATF,580,675,428萬,"2009
",-12.6%
FLATF,580,675,306萬,"2005
",-29.7%
FLATF,580,675,810萬,"2016
",-28.6%
FLATG
FLATG,580,"
", ," 
","
"
FLATG,580,675,325萬,"1999
", 
FLATG,580,675,468萬,"2007
",-19.4%
FLATG,580,675,415萬,"1996
",-30.5%
FLATG,580,675,255萬,"2002
",-35.9%
FLATG,-,"
", ," 
","
"
FLATG,580,675,"1,150萬","2017
",-62.7%
FLATG,580,675,505萬,"2009
",-40.3%
FLATG,-,"
", ," 
","
"
FLATG,-,675,298萬,"2000
", 
FLATG,-,675,482萬,"1997
", 
FLATG,580,675,365萬,"2006
",-41.5%
FLATG,-,"
", ," 
","
"
FLATG,580,675,255萬,"2002
",-39.3%
FLATG,-,"
", ," 
","
"
FLATG,-,"
", ," 
","
"
FLATG,580,675,515萬,"2008
",-45.1%
FLATG,-,"
", ," 
","
"
FLATG,-,675,325萬,"1996
", 
FLATG,-,"
", ," 
","
"
FLATG,580,675,"1,050萬","2017
",-41.1%
FLATG,-,"
", ," 
","
"
FLATG,580,675,850萬,"2015
",-54.5%
FLATG,580,675,786萬,"2013
",-104.2%
FLATG,580,675,820萬,"2013
",-181.3%
FLATG,580,675,775萬,"2016
",-244.4%
FLATH
FLATH,709,806,530萬,"1996
",-21.0%
FLATH,709,806,905萬,"2013
",-129.1%
FLATH,709,"
", ," 
","
"
FLATH,709,806,560萬,"1997
", 
FLATH,709,806,232萬,"2003
",-5.5%
FLATH,-,"
", ," 
","
"
FLATH,709,806,906萬,"2011
",-57.6%
FLATH,-,"
", ," 
","
"
FLATH,-,"
", ," 
","
"
FLATH,-,806,400萬,"1995
", 
FLATH,709,806,660萬,"2010
",-15.8%
FLATH,709,806,478萬,"2007
",-27.5%
FLATH,709,806,473萬,"2007
",-22.9%
FLATH,709,"
", ," 
","
"
FLATH,709,806,250萬,"2002
",-49.0%
FLATH,709,806,520萬,"2009
",-36.8%
FLATH,709,806,900萬,"2013
", 
FLATH,709,806,790萬,"2012
",-38.6%
FLATH,-,"
", ," 
","
"
FLATH,-,"
", ," 
","
"
FLATH,709,806,898萬,"2014
", 
FLATH,709,"
", ," 
","
"
FLATH,-,"
", ," 
","
"
FLATH,-,806,426萬,"2006
", 
FLATH,709,806,408萬,"2006
",-45.2%
FLATH,698,793,224萬,"2003
",-57.8%
"
"
